,RegAwarded,RegAwarded,RegAwarded,RegAwarded,RegAwarded,RegAwarded,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SuppAwarded,SuppAwarded,SuppAwarded,SuppAwarded,SuppAwarded,SuppAwarded,STRAwarded,STRAwarded,STRAwarded,STRAwarded,STRAwarded,STRAwarded
,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol
Unit Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4204,15.63076923076923,4.697330842482843,15.75,0.2,20.0,812.8,4.8,7.77217258343294,1.5,0.2,22.2,33.6,4.8,7.77217258343294,1.5,0.2,22.2,33.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,40.2272281981097,15.51527467659953,50.0,0.1,50.0,41071.99999027
A4205,17.441891891891892,4.731937734995946,20.0,0.3,20.0,1290.7,4.166666666666667,3.3057342282583435,3.85,0.1,9.4,50.0,4.166666666666667,3.3057342282583435,3.85,0.1,9.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,39.11688114006813,15.956044589416656,50.0,0.1,50.0,51673.39998603
A4229,14.224964838255978,2.041146713805225,15.0,0.1,15.0,20227.9,26.471478260869567,6.800555147021217,30.0,0.4,30.0,45663.3,26.471478260869567,6.800555147021217,30.0,0.4,30.0,45663.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,64.22236997281028,25.806405020161048,73.0,0.4,90.0,217328.49998799
A4230,14.202382782475018,1.9589209379291388,15.0,1.7,15.0,18477.3,25.400391717963068,7.1195883645257005,30.0,0.1,30.0,45390.5,25.400391717963068,7.1195883645257005,30.0,0.1,30.0,45390.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,60.99702224741492,25.317913438650304,60.0,0.1,90.0,186406.8999881
A4236,23.740471512770135,4.375132458475576,25.0,0.5,25.0,12083.9,25.90069551777434,17.573556590529776,22.6,0.1,50.0,33515.5,25.90069551777434,17.573556590529776,22.6,0.1,50.0,33515.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,32.83160545471562,26.566364380687748,25.6999999,0.1,103.0,45603.0999766
A4260,,,,,,,24.281672727272728,3.3335747532000353,25.0,0.1,25.0,33387.3,24.281672727272728,3.3335747532000353,25.0,0.1,25.0,33387.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,66.48489646490864,18.094956146223076,75.0,0.4,75.0,109168.19999538
A4267,,,,,,,,,,,,,,,,,,,,,,,,,9.886746987951808,1.7939934111121665,11.0,0.8,13.0,2461.8,10.176433121019109,1.9424785953144874,11.0,1.7,13.0,1597.7
A4268,12.116294642857143,4.927058796814207,13.5,0.2,20.0,5428.1,10.049999999999999,9.868890515149106,7.75,0.7,22.7,60.3,10.049999999999999,9.868890515149106,7.75,0.7,22.7,60.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.730275228348622,5.288710976457114,12.6,0.7,22.6999999,1278.59999989
A4368,18.45,10.772668757409315,19.2,1.3,32.0,959.4,,,,,,,,,,,,,,,,,,,,,,,,,16.82352940588235,10.78758136794342,15.5,1.6,32.0,285.9999999
A4373,13.645714285714284,8.376941139648938,12.6,0.9,25.0,477.59999999999997,29.83076923076923,13.076721340827028,30.8,0.1,48.0,387.8,29.83076923076923,13.076721340827028,30.8,0.1,48.0,387.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,29.06666662,14.796556861471586,30.8999999,0.1,48.0,435.9999993
A4374,13.463157894736844,8.394324175451715,11.7,0.9,25.0,255.8,47.6,2.302172886644269,47.0,45.0,50.0,238.0,47.6,2.302172886644269,47.0,45.0,50.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,45.199999999999996,6.2289646009589745,46.5,33.2,50.0,271.2
A4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.788985687548227,0.9663436650547905,12.9,0.5,12.9,20551.89999989
A4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.479140032300988,3.411130985783264,12.0,0.1,12.0,16313.59999559
A4386,10.559999999999999,2.775427894938004,8.6,8.5,13.6,52.8,10.2,,10.2,10.2,10.2,10.2,10.2,,10.2,10.2,10.2,10.2,0.0,,0.0,0.0,0.0,0.0,26.912012012012013,3.7558837183650087,28.0,1.3,28.0,8961.7,26.175999984,6.749893846698629,29.0,2.7,29.0,654.3999996
A4387,6.119999999999999,2.041132583205271,7.6,2.1,7.6,61.199999999999996,2.4,,2.4,2.4,2.4,2.4,2.4,,2.4,2.4,2.4,2.4,0.0,,0.0,0.0,0.0,0.0,26.102456140350878,6.6600364485060215,25.0,0.1,32.0,7439.2,30.395999992,9.028311030997623,34.0,2.4,36.0,759.8999998
A4390,5.45,2.6647990254714986,6.65,0.5,7.7,76.3,15.4,,15.4,15.4,15.4,15.4,15.4,,15.4,15.4,15.4,15.4,0.0,,0.0,0.0,0.0,0.0,25.75598086124402,6.1877496157588885,28.0,0.1,28.0,5383.0,27.348148144444444,13.194560953923745,36.0,1.5,36.0,738.3999999
A4431,16.802247191011237,12.020569279440913,13.6,0.5,38.5,1495.4,70.33333333333333,2.4494897427831726,69.0,68.0,76.0,633.0,70.33333333333333,2.4494897427831726,69.0,68.0,76.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,39.233333333333334,28.633727199464154,31.0,2.6,76.0,823.9
A4432,15.5,11.234929299449833,13.6,0.5,39.0,1379.5,69.42727272727274,2.763224792775871,69.5,65.0,77.0,1527.4,69.42727272727274,2.763224792775871,69.5,65.0,77.0,1527.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,50.085714277142856,26.279729873026543,67.0,3.5,77.0,1752.9999997
A4444,,,,,,,4.7153846153846155,1.0069595877372797,5.0,0.8,5.0,183.9,4.7153846153846155,1.0069595877372797,5.0,0.8,5.0,183.9,0.0,0.0,0.0,0.0,0.0,0.0,4.425,1.3444329659748753,5.0,1.4,5.0,53.1,14.984267849939492,0.29822344986315397,15.0,2.0,15.0,37146.0
A4488,25.46013698630137,7.675349349412705,30.0,0.1,30.0,18585.9,38.89245283018868,19.39119324122977,46.6,1.2,60.0,14429.1,38.89245283018868,19.39119324122977,46.6,1.2,60.0,14429.1,0.0,0.0,0.0,0.0,0.0,0.0,205.7761904761905,88.29643200470733,255.0,28.2,255.0,4321.3,56.37023801347883,35.24985025462492,50.0,0.1,255.0,42615.89993819
A4489,24.31261770244821,9.150099026311613,30.0,0.1,30.0,12910.0,39.246779661016944,20.354739577494282,46.6,0.4,60.0,11577.8,39.246779661016944,20.354739577494282,46.6,0.4,60.0,11577.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,59.46888879858586,35.93475019718804,51.7999999,0.1,255.0,29437.0999553
A4490,25.477027027027027,7.64200700741367,30.0,0.1,30.0,20738.3,38.8472602739726,19.384822185139942,46.6,0.2,60.0,17015.1,38.8472602739726,19.384822185139942,46.6,0.2,60.0,17015.1,0.0,0.0,0.0,0.0,0.0,0.0,86.95,0.07071067811865074,86.95,86.9,87.0,173.9,53.88872360594796,33.19286158908936,50.0,0.1,255.0,43488.19995
A4491,25.06941391941392,7.980666916149396,30.0,0.1,30.0,13687.9,40.15622895622896,19.154479662381622,46.6,0.1,60.0,11926.4,40.15622895622896,19.154479662381622,46.6,0.1,60.0,11926.4,0.0,0.0,0.0,0.0,0.0,0.0,42.599999999999994,59.39696961966999,42.599999999999994,0.6,84.6,85.19999999999999,51.928874660934184,32.33370168916879,47.3999999,0.1,255.0,24458.4999653
A4492,24.52093023255814,8.424151043931483,30.0,0.2,30.0,10544.0,38.044444444444444,19.099152950087937,41.6,1.2,60.0,8217.6,38.044444444444444,19.099152950087937,41.6,1.2,60.0,8217.6,0.0,0.0,0.0,0.0,0.0,0.0,16.8,,16.8,16.8,16.8,16.8,49.60620518923628,27.439570083685293,41.6,0.2,105.0,20784.99997429
A4493,25.704748603351952,7.5942743298940085,30.0,0.5,30.0,9202.3,41.917297297297296,18.694065067359094,47.8,0.1,60.0,7754.7,41.917297297297296,18.694065067359094,47.8,0.1,60.0,7754.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,56.23126835280236,30.208100058355964,51.0,0.1,222.5,19062.3999716
A4500,69.85577777777777,15.951728283668094,80.0,2.4,100.0,94305.3,54.03908309455587,12.654354658351917,56.3,0.3,209.0,94298.2,54.03908309455587,12.654354658351917,56.3,0.3,209.0,94298.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,58.11840488061861,16.353490871856323,56.3999999,0.5,243.0,113679.59994649001
A4558,21.094215996384996,4.285030398669279,22.5,0.2,22.5,46681.5,28.93408884859474,15.549167327899255,31.7,0.1,45.0,31914.3,28.93408884859474,15.549167327899255,31.7,0.1,45.0,31914.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,33.54788374381554,22.87747844027912,24.8,0.1,134.0,53106.29996646
A4570,14.111627906976743,13.668214940795089,7.9,0.8,40.0,606.8,32.02778675282714,23.033743436084606,26.8,0.1,80.0,19825.2,32.02778675282714,23.033743436084606,26.8,0.1,80.0,19825.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,34.533687363687406,25.753406895981612,30.0,0.1,150.3,45515.39994534
A4571,11.320408163265308,11.604991375693995,6.3,0.7,40.0,554.7,34.507189542483665,23.032589462725415,30.4,0.1,80.0,21118.4,34.507189542483665,23.032589462725415,30.4,0.1,80.0,21118.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,35.755522566078575,26.733662594975613,31.3999999,0.1,150.0,48234.19994164
A4572,8.84959349593496,5.229722340891924,9.5,0.1,15.0,5442.5,19.96532663316583,12.060765917386176,30.0,0.2,30.0,3973.1,19.96532663316583,12.060765917386176,30.0,0.2,30.0,3973.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,29.803391670207876,27.956494114021737,16.05,0.1,90.0,27240.29998657
A4573,8.123348017621145,4.938896506286441,7.5,0.1,15.0,3688.0,20.31984126984127,12.184324485772821,30.0,0.1,30.0,2560.3,20.31984126984127,12.184324485772821,30.0,0.1,30.0,2560.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,21.598491688808448,21.60146499930346,10.5,0.1,90.0,14319.799989680001
A4583,,,,,,,,,,,,,,,,,,,,,,,,,3.5870967741935487,0.9778691354415836,4.0,0.1,4.0,5893.6,,,,,,
A4611,,,,,,,,,,,,,,,,,,,,,,,,,5.3720234222511385,1.4647412063345444,6.0,0.1,6.0,8256.8,,,,,,
A4626,2.923529411764706,5.2653975884738164,1.0,1.0,23.0,49.7,,,,,,,,,,,,,,,,,,,,,,,,,3.2454545454545456,6.5652667327936705,1.0,1.0,23.0,35.7
A4683,,,,,,,,,,,,,,,,,,,,,,,,,4.225840179238238,1.1120168219974678,4.7,0.1,4.7,5658.400000000001,,,,,,
A4727,11.070270270270269,6.449589058009744,14.5,0.4,19.5,1228.8,,,,,,,,,,,,,,,,,,,,,,,,,12.725,5.201121673895608,15.0,1.0,19.5,509.0
A4728,10.296511627906977,6.865282611455797,11.0,0.5,19.5,885.5,,,,,,,,,,,,,,,,,,,,,,,,,12.0,5.773560426634505,15.0,0.6,19.5,372.0
A4729,10.83804347826087,6.929152341658613,11.6,0.5,19.5,997.1,25.8,18.667619023324857,25.8,12.6,39.0,51.6,25.8,18.667619023324857,25.8,12.6,39.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12.139130434782608,8.816190639460126,15.0,1.0,39.0,279.2
A4730,9.63888888888889,6.564933990690411,10.2,0.4,19.5,867.5,25.8,18.667619023324857,25.8,12.6,39.0,51.6,25.8,18.667619023324857,25.8,12.6,39.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12.858823529411765,7.346246934899513,15.0,1.0,39.0,437.2
A4731,11.422857142857143,6.892934748751757,15.0,0.4,19.5,1199.4,25.8,18.667619023324857,25.8,12.6,39.0,51.6,25.8,18.667619023324857,25.8,12.6,39.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13.605,6.657363380459804,15.0,1.0,39.0,544.2
A4732,10.9,7.0424982505638845,12.35,0.5,19.5,959.2,25.8,18.667619023324857,25.8,12.6,39.0,51.6,25.8,18.667619023324857,25.8,12.6,39.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12.385185181481482,8.344307303395786,15.0,1.0,39.0,334.3999999
A4733,9.844067796610169,6.273157682193968,15.0,0.2,19.5,580.8,12.6,,12.6,12.6,12.6,12.6,12.6,,12.6,12.6,12.6,12.6,0.0,,0.0,0.0,0.0,0.0,,,,,,,12.911764705882353,5.4012212258745524,15.0,1.0,21.3,439.0
A4734,10.4,6.445770070924725,13.5,0.5,19.5,873.6,12.2,,12.2,12.2,12.2,12.2,12.2,,12.2,12.2,12.2,12.2,0.0,,0.0,0.0,0.0,0.0,,,,,,,11.688461538461537,6.352909690721374,15.0,1.0,21.1,303.9
A4762,,,,,,,26.636230769230767,4.824353118356889,28.0,1.1,28.0,34627.1,26.636230769230767,4.824353118356889,28.0,1.1,28.0,34627.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,71.66199440857044,22.074133792331,84.0,1.3,84.0,102763.29998189
A4830,16.8,9.192388155425117,16.8,10.3,23.3,33.6,2.5,,2.5,2.5,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,0.0,,0.0,0.0,0.0,0.0,,,,,,,127.64247362487333,52.10915250212009,150.9,0.9,175.0,85648.09980229
A5247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.63253004016065,59.73053966816524,200.0,1.5,200.0,40495.49998
A5248,,,,,,,,,,,,,,,,,,,,,,,,,107.50714285714287,61.66474610521243,105.4,5.1,180.0,9030.6,168.12307686635629,57.419751671194796,200.0,0.6,200.0,41526.39998599
A5258,25.0,0.0,25.0,25.0,25.0,9600.0,46.68534743202417,10.02588238031542,50.0,2.9,50.0,30905.7,46.68534743202417,10.02588238031542,50.0,2.9,50.0,30905.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,115.00577615415163,51.914068681381224,150.0,2.0,150.0,63713.199989400004
A5259,24.986054421768706,0.23911685584311956,25.0,20.9,25.0,7345.9,47.509335443037976,9.081420307600899,50.0,0.1,50.0,30025.9,47.509335443037976,9.081420307600899,50.0,0.1,50.0,30025.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,117.50220181869724,50.837050405156106,150.0,0.1,150.0,64038.69999119
A5260,38.24006462035541,5.1147521898382315,40.0,2.3,40.0,23670.6,65.47795031055901,24.838156096576448,80.0,0.3,80.0,21083.9,65.47795031055901,24.838156096576448,80.0,0.3,80.0,21083.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,121.50517240615763,90.2277625429678,80.0,0.3,240.0,49331.0999969
A5261,37.04210526315789,6.283570493386978,40.0,15.0,50.0,21817.8,68.03506944444445,23.174150247990003,80.0,0.9,100.0,19594.1,68.03506944444445,23.174150247990003,80.0,0.9,100.0,19594.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,140.53509746044568,91.55758021572036,120.0,5.2,290.0,50452.0999883
A5263,25.56379716981132,2.622862557701359,25.0,1.0,35.0,21678.1,41.163193277310924,17.315914126655446,50.0,1.0,70.0,24492.1,41.163193277310924,17.315914126655446,50.0,1.0,70.0,24492.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,82.14654377142857,60.9720816282793,57.6,1.0,210.0,53477.3999952
A5264,19.959489633173845,0.707322364178953,20.0,2.1,20.0,25029.2,37.71447084233261,7.434020125961656,40.0,0.4,40.0,34923.6,37.71447084233261,7.434020125961656,40.0,0.4,40.0,34923.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,79.07589542352372,43.36527038301479,101.2,1.2,120.0,81685.3999725
A5265,19.56559714795009,2.2470773824465677,20.0,1.0,20.0,32928.9,37.36572864321608,8.137443657711447,40.0,0.2,40.0,37178.9,37.36572864321608,8.137443657711447,40.0,0.2,40.0,37178.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,72.00486109513021,44.21764719428073,64.79999995,0.2,120.0,82949.59998159
A5266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.76046511056478,9.09158211110544,45.0,0.7,45.0,12569.89999828
A5267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.45310344410345,9.5267320566608,45.0,0.6,45.0,12021.39999879
A5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7421875,10.499339430279516,60.0,0.2,60.0,3695.5
A5269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.78484848181818,9.534540333302175,60.0,20.0,60.0,3747.7999998
A5288,,,,,,,,,,,,,,,,,,,,,,,,,31.994645669291337,7.785921310609863,35.0,0.5,35.0,20316.6,42.66121593081761,12.987056477076123,35.0,2.5,63.0,40698.799998
A5291,,,,,,,,,,,,,,,,,,,,,,,,,40.183023001095286,11.077707327031794,45.0,1.2,45.0,36687.1,55.082374628731564,11.996182323129398,58.0,0.2,71.0,74691.69999656
A5292,,,,,,,,,,,,,,,,,,,,,,,,,39.43869565217391,11.85704623698578,45.0,0.6,45.0,27212.7,55.12532019417734,10.699329891982803,57.0,0.1,70.0,55952.19999709
A5293,,,,,,,,,,,,,,,,,,,,,,,,,39.745883777239705,11.607961270367628,45.0,0.2,45.0,32830.1,55.92259799961568,10.553358770428257,58.0,0.2,71.0,72755.2999975
A5294,,,,,,,,,,,,,,,,,,,,,,,,,32.67407407407408,12.496294607497811,40.0,6.3,40.0,882.2,41.75463319492278,16.391230142358594,50.0,0.3,57.0,21628.89999497
A5295,,,,,,,,,,,,,,,,,,,,,,,,,26.082758620689653,5.656036226006314,25.0,11.5,40.0,2269.2,39.258169923028326,17.203486558139986,48.1,0.3,58.0,18019.49999467
A5296,,,,,,,,,,,,,,,,,,,,,,,,,29.357142857142858,14.237141232571604,38.8,3.9,40.0,205.5,39.910743790826444,17.984171078906773,50.1,0.3,58.0,14487.59999607
A5297,,,,,,,,,,,,,,,,,,,,,,,,,19.163054187192117,3.815985726048467,20.0,0.1,40.0,3890.1,34.7730858375174,19.21131255099651,39.1,0.3,58.0,14987.19999597
A5307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67962085118483,6.520754007980083,44.0,1.3,44.0,26383.1999988
A5308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.79305102899023,7.774615576079288,44.0,1.4,44.0,37570.3999977
A5309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.26294117350981,7.046838752617636,44.0,0.7,44.0,21044.09999849
A5310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.99524837904968,5.871112893892001,44.0,0.2,44.0,38887.599999
A5311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.62908545635682,4.868023345579987,37.0,0.2,42.0,24431.59999939
A5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.01570680506108,4.9539414713733505,37.0,0.1,42.0,21209.9999993
A5313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.684738954608434,6.134588326028129,39.0,0.2,48.0,38529.99999879
A5314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.74268833057607,4.668628194718974,37.0,0.5,42.0,24874.7999998
A5315,20.5,,20.5,20.5,20.5,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5316,20.5,,20.5,20.5,20.5,20.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,2.0,2.0,16.0
A5319,,,,,,,,,,,,,,,,,,,,,,,,,35.85658914728682,9.689926936807106,40.0,0.6,40.0,9251.0,38.03457445768617,15.194452551316768,42.0,0.6,57.0,14300.99999609
A5321,27.857142857142858,0.8997354108424362,28.0,26.0,29.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,27.857142857142858,0.8997354108424362,28.0,26.0,29.0,195.0
A5322,29.428571428571427,0.9759000729485336,29.0,28.0,31.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,29.428571428571427,0.9759000729485336,29.0,28.0,31.0,206.0
A5323,30.571428571428573,0.5345224838248493,31.0,30.0,31.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5325,6.1499999999999995,0.8996453201832707,6.05,3.0,8.0,295.2,,,,,,,,,,,,,,,,,,,,,,,,,6.3100000000000005,1.056671924277141,6.5,5.0,8.0,63.1
A5326,6.036170212765957,1.1144165039655607,6.0,0.5,8.0,283.7,,,,,,,,,,,,,,,,,,,,,,,,,5.55,2.0337431281042138,6.0,0.5,8.0,55.5
A5327,5.9409090909090905,1.1020737707587922,6.0,2.2,8.0,261.4,,,,,,,,,,,,,,,,,,,,,,,,,5.314285714285715,1.7629790804474221,5.0,2.2,8.0,37.2
A5328,5.912820512820512,1.1279183171198468,6.0,1.6,7.0,230.6,,,,,,,,,,,,,,,,,,,,,,,,,5.1571428571428575,1.7386365758424451,5.0,1.6,6.5,36.1
A5329,6.0265306122448985,1.04038765015019,6.0,0.3,7.5,295.3,,,,,,,,,,,,,,,,,,,,,,,,,5.928571428571429,0.8864052604279183,6.5,5.0,7.0,41.5
A5330,6.233333333333333,1.0850219939119794,6.0,5.0,12.0,280.5,,,,,,,,,,,,,,,,,,,,,,,,,6.4375,2.336626078038895,5.75,5.0,12.0,51.5
A5331,6.030769230769231,1.1993756810488938,6.5,0.4,7.5,235.2,,,,,,,,,,,,,,,,,,,,,,,,,5.714285714285714,0.7559289460184544,5.5,5.0,6.5,40.0
A5332,5.709302325581396,1.2426572820809239,6.0,1.5,7.5,245.5,,,,,,,,,,,,,,,,,,,,,,,,,5.111111111111111,1.4953632037438633,5.0,1.5,6.5,46.0
A5343,18.020510815741464,10.775830036798121,25.0,0.1,25.0,69144.7,40.96536144578313,15.618380570707055,50.0,0.2,50.0,13600.5,40.96536144578313,15.618380570707055,50.0,0.2,50.0,13600.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,117.52034561369011,48.72540822701209,150.0,0.2,150.0,387582.09983395
A5347,14.25,0.3535533905932738,14.25,14.0,14.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,,14.25,0.3535533905932738,14.25,14.0,14.5,28.5
A5348,14.025,0.8200609733428361,14.0,11.5,15.0,280.5,1.15,0.636396103067893,1.15,0.7,1.6,2.3,1.15,0.636396103067893,1.15,0.7,1.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13.145454527272728,4.2188537827880985,14.5,0.7,15.6999999,144.5999998
A5374,,,,,,,,,,,,,,,,,,,,,,,,,23.066036960985628,4.338530522723154,25.0,2.0,25.0,112331.6,24.79385964887218,2.0106491635772845,25.0,0.1,25.0,19785.4999998
A5375,,,,,,,,,,,,,,,,,,,,,,,,,12.961139347734012,1.2346699501012213,13.1,1.2,13.1,61202.5,16.962109374739583,0.703119685599937,17.0,1.0,17.0,13026.8999998
A5376,,,,,,,,,,,,,,,,,,,,,,,,,20.74105621805792,2.2031599129320276,21.0,2.0,21.0,97400.0,20.822011833964496,1.6711273336234707,21.0,0.3,21.0,17594.5999997
A5377,,,,,,,,,,,,,,,,,,,,,,,,,24.484954513645906,2.508575100628777,25.0,9.8,25.0,104967.0,24.920410958630136,1.1007454006185284,25.0,4.9,25.0,18191.8999998
A5378,,,,,,,,,,,,,,,,,,,,,,,,,14.838149316508936,1.4443774698998602,15.0,0.2,15.0,70555.4,15.94269081500647,0.7261324932848882,16.0,4.5,16.0,12323.7
A5420,27.848593228421553,11.421876999648457,35.0,0.5,35.0,116797.0,58.200682382134,20.26597949880959,70.0,0.2,70.0,93819.5,58.200682382134,20.26597949880959,70.0,0.2,70.0,93819.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,145.34960884898325,71.87803466628066,184.5,0.2,210.0,520351.59967936
A5422,27.430866081648226,11.570557595285763,35.0,0.5,35.0,143792.6,55.71230228471001,21.0924446574306,70.0,0.1,70.0,31700.3,55.71230228471001,21.0924446574306,70.0,0.1,70.0,31700.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,148.39974726588196,70.74597315488323,192.9999995,0.1,210.0,646132.49959565
A5426,2.7497246696035242,2.2101892596042245,2.7,0.1,5.0,4993.5,9.340000000000002,1.9096582208730295,10.0,0.2,10.0,2054.8,9.340000000000002,1.9096582208730295,10.0,0.2,10.0,2054.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,26.319670706707104,7.806958070069683,30.0,0.1,30.0,60745.79999108
A5427,3.8534842167957115,3.418338777595024,1.0,0.1,7.5,6470.0,13.053374233128833,4.062722468113249,15.0,0.2,15.0,2127.7,13.053374233128833,4.062722468113249,15.0,0.2,15.0,2127.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,38.63680554645833,11.677891772961237,45.0,0.2,45.0,83455.49998035
A5433,29.27263409634438,3.4249485724951985,30.0,0.6,30.0,85681.0,44.82584009269988,20.24126215096182,59.3,0.2,60.0,38684.7,44.82584009269988,20.24126215096182,59.3,0.2,60.0,38684.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,109.15376986781212,38.72160973691237,114.5,0.2,180.0,441526.9991153
A5438,71.24648074369189,17.849352347373994,80.0,0.1,96.0,53648.6,180.56687591546347,62.03625681130436,205.0,0.1,237.0,862929.1,2.8803933877380206,9.635340203721219,0.0,0.0,52.0,13765.4,177.68648252772545,61.638174703174556,202.0,0.1,237.0,849163.7,,,,,,,185.60302213336027,64.78950186181775,213.0,0.1,237.0,620285.29996969
A5588,58.44770642201835,19.756309804672497,52.8,13.7,100.0,6370.8,71.86646706586826,28.514518835693814,70.0,4.2,160.0,12001.7,71.86646706586826,28.514518835693814,70.0,4.2,160.0,12001.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,109.90549433062351,58.82565875847367,85.95,0.4,427.3,460064.39926799
A5639,13.246513706793802,1.5043849677717707,13.5,0.1,13.5,44455.3,25.85614906832298,4.368615407014985,27.0,0.1,27.0,41628.4,25.85614906832298,4.368615407014985,27.0,0.1,27.0,41628.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,75.72382570772558,16.296307445233303,81.0,0.6,81.0,245042.2999902
A5640,4.41131498470948,0.5589432803642426,4.5,0.1,4.5,1442.5,8.38888888888889,1.833333333333333,9.0,3.5,9.0,75.5,8.38888888888889,1.833333333333333,9.0,3.5,9.0,75.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,24.10972088508181,6.752235897726036,27.0,0.1,27.0,25049.9999996
A5641,4.9054806828391735,0.5972031394587517,5.0,0.1,5.0,5459.8,9.68034398034398,1.4370045745911677,10.0,0.3,10.0,3939.9,9.68034398034398,1.4370045745911677,10.0,0.3,10.0,3939.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,24.717163576937956,9.56184472439553,30.0,0.1,30.0,30673.99999898
