HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,ThirtyMin_Turbine_MW,ThirtyMin_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,Total_30Min_MW,EnergyPrice_LMP_USDperMWh,p_Reg_MISO,deploy_factor_Reg_MISO,loc_Reg_MISO,p_Spin_MISO,deploy_factor_Spin_MISO,loc_Spin_MISO,p_Sup_MISO,deploy_factor_Sup_MISO,loc_Sup_MISO,p_STR_MISO,deploy_factor_STR_MISO,loc_STR_MISO,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
7121,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.056,13.4212,0.6191,0.3023,8.4837,0.9003,-0.1179,14.9826,0.8808,-0.3238,23.0147,0.8929,0.3956,0.0,0.0,14081.28,0.0,0.2562,14081.5362,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13321.5362
7122,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.677,9.3947,0.6227,0.1582,9.0329,0.877,-0.0501,16.7918,0.9052,-0.2535,24.5193,0.9435,-0.0574,0.0,0.0,13177.26,0.0,-0.2028,13177.0572,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12417.0572
7123,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4861,8.6905,0.62,-0.0812,14.0422,0.9184,0.1267,14.1997,0.9329,0.2166,8.1104,0.9003,0.1899,0.0,0.0,13484.718,0.0,0.452,13485.17,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12725.17
7124,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0532,9.8738,0.6643,0.1329,14.4672,0.8911,-0.1925,14.7069,0.8858,0.3636,18.2748,0.8993,-0.1006,0.0,0.0,13700.216,0.0,0.2034,13700.4194,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12940.4194
7125,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9061,10.7496,0.6749,0.0715,11.8044,0.886,0.5499,16.0153,0.9232,-0.2985,19.4998,0.8829,-0.1834,0.0,0.0,15544.318,0.0,0.1395,15544.4575,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14784.4575
7126,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.103,8.1834,0.6564,-0.4908,11.3069,0.8753,-0.5025,9.0459,0.9397,-0.0692,19.0135,0.874,0.5011,0.0,0.0,8399.14,0.0,-0.5614,8398.5786,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7638.5786
7127,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2908,6.9225,0.6985,0.6222,4.6003,0.911,-0.3991,12.0049,0.9007,0.0091,8.6549,0.8396,-0.2916,0.0,0.0,11130.504,0.0,-0.0594,11130.4446,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10370.4446
7128,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7018,3.999,0.699,-0.2685,5.0184,0.9163,-0.106,4.0405,0.907,0.005,6.4929,0.8227,-0.0666,0.0,0.0,11286.684,0.0,-0.4361,11286.2479,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10526.2479
7129,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1228,8.4621,0.6535,0.049,6.7684,0.854,0.0564,6.864,0.8468,0.2063,9.496,0.8938,0.1465,0.0,0.0,9546.664,0.0,0.4582,9547.1222,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8787.1222
7130,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6239,4.2389,0.6419,0.4586,4.8483,0.8364,0.5903,10.2377,0.8326,0.0386,11.3777,0.8514,-0.0038,0.0,0.0,10877.082,0.0,1.0837,10878.1657,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10118.1657
7131,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1038,6.7881,0.6381,-0.068,10.7915,0.8414,0.0867,10.9259,0.8557,0.2973,3.5387,0.881,-0.368,0.0,0.0,7639.444,0.0,-0.052,7639.392,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6879.392
7132,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5438,6.2162,0.718,-0.1855,3.0,0.8537,0.0841,10.5211,0.865,-0.3616,6.0757,0.8646,-0.6479,0.0,0.0,7046.644,0.0,-1.1109,7045.5331,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6285.5331
7133,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0776,6.3953,0.7083,0.0325,7.733,0.9069,0.2239,5.3782,0.8258,0.188,15.2222,0.8971,-0.1722,0.0,0.0,8389.488,0.0,0.2722,8389.7602,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7629.7602
7134,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9433,9.0553,0.6639,-0.0865,6.6525,0.9134,0.0204,9.8011,0.9105,-0.2146,11.6458,0.8773,0.3751,0.0,0.0,7578.454,0.0,0.0944,7578.5484,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6818.5484
7135,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4838,7.3151,0.6671,0.3059,9.2882,0.9012,-0.0426,4.0208,0.918,-0.0216,8.6315,0.8171,-0.002,0.0,0.0,7023.844,0.0,0.2397,7024.0837,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6264.0837
7136,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5959,9.6429,0.6976,-0.2091,7.7504,0.9103,-0.125,10.9664,0.8799,-0.0746,5.7296,0.8376,-0.1455,0.0,0.0,9346.442,0.0,-0.5542,9345.8878,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8585.8878
7137,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8137,3.5893,0.6958,-0.143,10.3884,0.9045,0.0052,9.5488,0.8879,0.3631,4.8248,0.9106,0.0423,0.0,0.0,7909.206,0.0,0.2676,7909.4736,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7149.4736
7138,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4224,10.2338,0.733,-0.0221,6.2461,0.8836,0.3479,13.2173,0.8613,0.0769,3.2292,0.88,0.5564,0.0,0.0,8900.512,0.0,0.9591,8901.4711,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8141.4711
7139,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4166,10.9416,0.751,-0.3221,5.1613,0.8623,-0.0665,14.2189,0.8939,-0.1482,7.2164,0.8539,0.1271,0.0,0.0,10038.308,0.0,-0.4097,10037.8983,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9277.8983
7140,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4003,9.7149,0.7625,-0.1379,8.4143,0.8627,-0.0304,23.3033,0.8452,0.0724,6.6271,0.8602,-0.0397,0.0,0.0,14592.114,0.0,-0.1356,14591.9784,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13831.9784
7141,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9318,12.6328,0.7713,-0.1357,6.7337,0.8394,-0.1096,3.0,0.8709,-0.204,11.0756,0.8569,0.0084,0.0,0.0,6814.084,0.0,-0.4409,6813.6431,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6053.6431
7142,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.076,11.4956,0.7982,-0.3169,8.712,0.8598,-0.0246,7.9532,0.8833,-0.225,9.1202,0.8464,0.2852,0.0,0.0,14468.88,0.0,-0.2813,14468.5987,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13708.5987
7143,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8487,9.6996,0.8124,-0.1551,8.0988,0.9024,0.1202,11.5497,0.8426,0.0692,10.4072,0.8779,-0.3416,0.0,0.0,14382.506,0.0,-0.3073,14382.1987,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13622.1987
7144,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2622,12.6061,0.7509,0.1849,3.0,0.919,-0.2635,20.7117,0.8903,0.2941,4.9137,0.9019,-0.13,0.0,0.0,11499.636,0.0,0.0855,11499.7215,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10739.7215
7145,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.546,10.2649,0.7036,-0.5003,17.4871,0.9353,0.189,8.4629,0.907,-0.1084,6.6235,0.8964,0.0175,0.0,0.0,15407.48,0.0,-0.4022,15407.0778,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14647.0778
7146,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0256,7.7939,0.7226,0.2537,13.2971,0.9008,0.0455,9.9989,0.931,-0.011,9.7283,0.8791,-0.0605,0.0,0.0,15589.728,0.0,0.2277,15589.9557,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14829.9557
7147,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5861,12.0864,0.6879,-0.1311,9.5464,0.8631,0.1715,10.9882,0.9043,0.4618,17.5548,0.885,0.1492,0.0,0.0,15422.718,0.0,0.6514,15423.3694,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14663.3694
7148,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7798,12.0615,0.6537,0.0818,14.3621,0.8975,0.1754,6.9742,0.8998,0.0176,4.7398,0.9156,0.2749,0.0,0.0,8656.324,0.0,0.5497,8656.8737,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7896.8737
7149,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7899,6.2434,0.6936,0.2506,5.8531,0.9065,-0.1963,13.4475,0.9161,-0.0039,9.581,0.9023,0.2826,0.0,0.0,15500.162,0.0,0.333,15500.495,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14740.495
7150,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8476,7.6266,0.6809,-0.2348,6.5873,0.8979,-0.0916,10.6142,0.9338,0.1085,14.6558,0.8691,0.1492,0.0,0.0,10582.088,0.0,-0.0687,10582.0193,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9822.0193
7151,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3711,7.9638,0.7092,0.1125,12.0158,0.9165,-0.3051,11.5674,0.9935,-0.4719,17.6889,0.8697,-0.2861,0.0,0.0,12301.018,0.0,-0.9506,12300.0674,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11540.0674
7152,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0456,5.816,0.7272,-0.3273,8.4318,0.9037,-0.137,10.9767,0.9287,0.1505,4.5177,0.8559,-0.2045,0.0,0.0,11417.328,0.0,-0.5183,11416.8097,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10656.8097
7153,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5351,7.2481,0.7222,-0.3494,7.8951,0.9489,-0.0772,13.8492,0.9162,0.0426,6.4811,0.8685,0.1716,0.0,0.0,7423.338,0.0,-0.2124,7423.1256,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6663.1256
7154,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14,6.5579,0.7463,-0.0614,5.7682,0.9531,0.4322,9.8681,0.9555,0.3333,22.7943,0.8651,-0.089,0.0,0.0,9553.2,0.0,0.6151,9553.8151,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8793.8151
7155,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3112,8.8835,0.7529,-0.04,3.0,0.937,0.1752,3.0,0.9314,-0.2209,7.9729,0.89,0.0809,0.0,0.0,6958.256,0.0,-0.0048,6958.2512,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6198.2512
7156,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.873,8.1222,0.7701,0.2412,3.0,0.8831,-0.2969,5.4983,0.9841,-0.0714,5.9906,0.9313,-0.1928,0.0,0.0,3371.74,0.0,-0.3199,3371.4201,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2611.4201
7157,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.718,8.819,0.7085,-0.3688,11.0821,0.8723,-0.2943,8.7963,0.9657,0.0324,8.0605,0.8802,0.19,0.0,0.0,9392.84,0.0,-0.4407,9392.3993,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8632.3993
7158,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.335,8.0611,0.7013,0.1476,8.477,0.9152,0.5909,12.2853,1.0,0.0421,6.7812,0.867,-0.2665,0.0,0.0,5827.3,0.0,0.5141,5827.8141,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5067.8141
7159,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9269,11.3545,0.6549,-0.1043,3.0,0.9289,0.0768,10.8134,1.0,0.0878,3.0,0.8668,0.6191,0.0,0.0,6052.222,0.0,0.6794,6052.9014,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5292.9014
7160,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7634,13.014,0.654,-0.0354,3.0,0.9674,-0.4025,12.1736,0.9343,-0.0685,3.6757,0.8524,-0.302,0.0,0.0,7510.092,0.0,-0.8084,7509.2836,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6749.2836
7161,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2012,10.0419,0.6306,-0.5364,8.8403,0.9217,-0.1915,12.8628,0.8745,0.3764,14.0317,0.8692,0.3372,0.0,0.0,9576.456,0.0,-0.0143,9576.4417,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8816.4417
7162,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9557,7.3302,0.613,-0.058,6.1988,0.8652,-0.3865,10.245,0.8768,0.0797,11.8851,0.8228,0.2676,0.0,0.0,9863.166,0.0,-0.0972,9863.0688,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9103.0688
7163,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5608,9.8549,0.6339,0.1838,9.7028,0.9006,-0.0326,6.4196,0.8733,-0.1437,7.8289,0.8385,0.23,0.0,0.0,11993.104,0.0,0.2375,11993.3415,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11233.3415
7164,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7014,8.5473,0.7023,-0.0804,11.2728,0.9246,0.0414,9.1427,0.9061,0.0506,7.8715,0.8166,-0.2101,0.0,0.0,9386.532,0.0,-0.1985,9386.3335,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8626.3335
7165,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0889,10.7153,0.713,-0.0959,18.0773,0.9203,0.3265,5.6326,0.8958,-0.1178,8.9381,0.864,-0.0692,0.0,0.0,11433.782,0.0,0.0436,11433.8256,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10673.8256
7166,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2821,7.3158,0.7188,0.4579,8.5252,0.9424,-0.3183,3.0,0.8935,-0.3832,3.0,0.8822,0.1754,0.0,0.0,13407.198,0.0,-0.0682,13407.1298,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12647.1298
7167,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9309,12.5567,0.6673,-0.0175,11.3581,0.9721,-0.1461,14.1415,0.8878,-0.07,9.0838,0.8691,-0.1667,0.0,0.0,17833.742,0.0,-0.4003,17833.3417,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17073.3417
7168,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8616,9.9913,0.7316,-0.4511,10.0146,0.9431,0.0853,16.192,0.8609,-0.2134,5.3655,0.8425,-0.0532,0.0,0.0,14387.408,0.0,-0.6324,14386.7756,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13626.7756
7169,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1878,10.2071,0.7316,-0.3991,17.0614,0.9708,0.1754,8.6731,0.8514,0.0153,20.9507,0.9192,-0.202,0.0,0.0,16791.364,0.0,-0.4104,16790.9536,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16030.9536
