HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,ThirtyMin_Turbine_MW,ThirtyMin_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,Total_30Min_MW,EnergyPrice_LMP_USDperMWh,p_Reg_MISO,deploy_factor_Reg_MISO,loc_Reg_MISO,p_Spin_MISO,deploy_factor_Spin_MISO,loc_Spin_MISO,p_Sup_MISO,deploy_factor_Sup_MISO,loc_Sup_MISO,p_STR_MISO,deploy_factor_STR_MISO,loc_STR_MISO,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
704,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7534,8.1742,0.7929,-0.2014,7.2622,0.9142,0.1554,4.343,0.8615,-0.2284,4.6515,0.8471,0.1214,0.0,0.0,2946.292,0.0,-0.153,2946.139,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2186.139
705,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0889,7.6962,0.7763,-0.0289,7.8839,0.8973,0.2417,12.8468,0.8492,0.1882,3.0,0.9052,-0.354,0.0,0.0,3453.782,0.0,0.047,3453.829,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2693.829
706,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3191,8.9226,0.7367,0.1063,6.7456,0.9422,-0.1124,10.3634,0.8614,-0.0516,3.0,0.8786,0.0704,0.0,0.0,8481.258,0.0,0.0127,8481.2707,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7721.2707
707,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4803,5.1936,0.7865,0.1423,7.7166,0.969,-0.4564,6.6985,0.8698,0.1334,3.0,0.8844,0.0017,0.0,0.0,5882.514,0.0,-0.179,5882.335,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5122.335
708,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2498,11.0083,0.7167,0.277,11.6984,0.9657,0.4856,4.9791,0.9356,0.5121,9.3118,0.9035,0.184,0.0,0.0,12634.924,0.0,1.4587,12636.3827,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11876.3827
709,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4832,5.7388,0.7017,-0.3954,4.7326,1.0,0.4419,3.3297,0.9334,0.5385,8.2363,0.906,-0.0854,0.0,0.0,6263.616,0.0,0.4996,6264.1156,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5504.1156
710,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4515,8.4382,0.7302,0.3166,16.7888,0.9602,0.0912,11.6098,0.8967,0.0348,16.9224,0.8781,-0.0831,0.0,0.0,14231.57,0.0,0.3595,14231.9295,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13471.9295
711,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6187,9.3912,0.6746,0.3367,3.0,0.961,-0.0611,15.7596,0.9052,-0.0977,15.111,0.9001,-0.0873,0.0,0.0,12015.106,0.0,0.0906,12015.1966,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11255.1966
712,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0843,11.9838,0.6396,0.2114,7.1465,0.915,-0.153,6.1586,0.9001,-0.3681,10.479,0.9363,-0.0823,0.0,0.0,11812.034,0.0,-0.392,11811.642,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11051.642
713,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1893,5.8994,0.6469,-0.2829,5.8092,0.8798,0.1061,11.7166,0.8702,-0.4972,7.1108,0.9069,0.0927,0.0,0.0,11091.934,0.0,-0.5813,11091.3527,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10331.3527
714,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5741,6.8858,0.668,-0.2957,8.9269,0.8508,0.1644,5.5116,0.9278,0.2421,8.4714,0.9296,0.1666,0.0,0.0,12758.158,0.0,0.2774,12758.4354,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11998.4354
715,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3965,4.1324,0.6122,0.0742,7.4949,0.814,-0.0183,16.1241,0.932,-0.0246,8.1951,0.9173,-0.1201,0.0,0.0,11550.67,0.0,-0.0888,11550.5812,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10790.5812
716,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5173,10.7173,0.6694,0.161,8.1904,0.834,-0.1961,3.651,0.9009,-0.1542,9.6929,0.8769,-0.0525,0.0,0.0,13116.574,0.0,-0.2418,13116.3322,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12356.3322
717,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5061,7.9074,0.6712,0.2939,13.1807,0.8496,0.2495,4.3093,0.9479,0.0901,9.9901,0.8876,-0.0995,0.0,0.0,10452.318,0.0,0.534,10452.852,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9692.852
718,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.28,9.589,0.7012,-0.1202,10.0941,0.9006,-0.1636,10.9451,0.929,-0.1145,10.6342,0.8864,0.2813,0.0,0.0,9606.4,0.0,-0.117,9606.283,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8846.283
719,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1275,8.8584,0.676,0.1567,4.3606,0.9002,0.251,8.221,0.9562,0.1317,8.976,0.9255,-0.0963,0.0,0.0,7648.45,0.0,0.4431,7648.8931,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6888.8931
720,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0779,9.8779,0.6686,0.1431,10.1102,0.8991,-0.0759,10.9057,0.9832,0.0015,5.2262,0.892,0.1924,0.0,0.0,7249.602,0.0,0.2611,7249.8631,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6489.8631
721,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4952,7.8531,0.6856,-0.1636,9.6097,0.9486,0.4158,3.3377,0.9363,-0.341,14.9217,0.8818,-0.3388,0.0,0.0,7028.176,0.0,-0.4276,7027.7484,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6267.7484
722,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3396,4.8607,0.6941,-0.1102,3.0,0.9635,-0.2702,4.0368,0.9635,-0.1942,3.0,0.8788,-0.0193,0.0,0.0,2409.048,0.0,-0.5939,2408.4541,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1648.4541
723,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5656,7.2366,0.7179,-0.3992,3.363,0.9452,0.4234,9.0098,0.9273,0.1642,3.0,0.9226,0.3032,0.0,0.0,2494.928,0.0,0.4916,2495.4196,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1735.4196
724,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0292,8.6393,0.738,-0.266,9.847,0.9058,-0.0231,7.8044,0.9298,-0.1718,16.0215,0.9241,-0.2689,0.0,0.0,6091.096,0.0,-0.7298,6090.3662,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5330.3662
725,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8318,6.4123,0.6909,-0.1575,8.1645,0.8683,0.0189,3.0,0.9052,-0.1922,11.7596,0.859,0.3386,0.0,0.0,4876.084,0.0,0.0078,4876.0918,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4116.0918
726,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4036,7.3674,0.6993,0.1305,8.8087,0.8697,-0.1687,6.404,0.9323,0.399,17.4164,0.8499,0.0973,0.0,0.0,4333.368,0.0,0.4581,4333.8261,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3573.8261
727,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4201,3.9795,0.6939,0.5657,3.1721,0.9296,-0.1867,7.5197,0.9343,0.0214,12.8125,0.8351,-0.2409,0.0,0.0,5099.638,0.0,0.1595,5099.7975,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4339.7975
728,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6604,4.4848,0.7085,0.1212,9.0245,0.8895,-0.2592,7.1595,0.9006,0.2068,17.0018,0.8496,-0.1631,0.0,0.0,6330.952,0.0,-0.0943,6330.8577,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5570.8577
729,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3001,3.2789,0.6959,-0.3111,3.0,0.8357,-0.2093,14.5534,0.9149,0.2969,5.0549,0.8653,-0.0258,0.0,0.0,5434.038,0.0,-0.2493,5433.7887,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4673.7887
730,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5245,8.2738,0.6986,-0.1193,6.231,0.8113,0.1128,8.7889,0.9217,0.1262,4.3414,0.8817,0.1965,0.0,0.0,5899.31,0.0,0.3162,5899.6262,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5139.6262
731,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9888,10.1488,0.7638,0.2626,16.3216,0.8314,0.4154,13.4332,0.9086,-0.1981,6.3728,0.886,-0.688,0.0,0.0,8735.744,0.0,-0.2081,8735.5359,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7975.5359
732,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7113,4.4072,0.7103,-0.2008,11.8063,0.8608,0.239,13.5849,0.8972,0.1149,4.4729,0.9076,0.1166,0.0,0.0,7490.294,0.0,0.2697,7490.5637,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6730.5637
733,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0617,9.3089,0.693,0.3748,10.6677,0.908,-0.0145,5.3679,0.8931,0.6097,6.8072,0.9357,0.127,0.0,0.0,11043.446,0.0,1.097,11044.543,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10284.543
734,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5839,9.1763,0.6166,0.1711,5.6339,0.9397,-0.0572,5.5986,0.9021,-0.1288,3.0324,0.8959,-0.02,0.0,0.0,7821.882,0.0,-0.0349,7821.8471,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7061.8471
735,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8372,8.5855,0.6172,-0.0629,17.0548,0.9072,0.4721,14.5887,0.8658,0.2643,9.6618,0.913,0.1219,0.0,0.0,13618.136,0.0,0.7954,13618.9314,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12858.9314
736,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0588,13.4098,0.5987,-0.4783,10.7793,0.8978,0.0758,11.824,0.886,0.2593,23.3476,0.8949,0.2097,0.0,0.0,12942.344,0.0,0.0665,12942.4105,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12182.4105
737,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3222,5.6894,0.6862,0.2519,8.8033,0.9204,-0.1206,14.1761,0.879,-0.1802,4.1437,0.8931,0.4126,0.0,0.0,12662.436,0.0,0.3637,12662.7997,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11902.7997
738,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6202,8.7181,0.6783,0.1609,17.6843,0.9057,0.1947,8.4236,0.8695,-0.4125,17.3514,0.9075,-0.127,0.0,0.0,13915.676,0.0,-0.1839,13915.4921,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13155.4921
739,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0405,3.0,0.6697,0.1182,12.117,0.8782,0.0685,10.929,0.859,-0.0307,11.1964,0.8741,-0.0301,0.0,0.0,14835.39,0.0,0.1259,14835.5159,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14075.5159
740,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2012,10.2842,0.698,0.6688,12.4985,0.8658,0.1619,9.461,0.8536,-0.3302,8.1046,0.8767,0.0482,0.0,0.0,12996.456,0.0,0.5487,12997.0047,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12237.0047
741,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8594,5.9561,0.6627,-0.234,3.0,0.9187,0.4155,6.9287,0.8344,-0.6998,5.9327,0.875,-0.0497,0.0,0.0,6786.572,0.0,-0.568,6786.004,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6026.004
742,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2595,3.0,0.6966,0.3804,5.4833,0.8927,-0.2605,5.2192,0.8189,-0.1754,3.0,0.9145,0.1461,0.0,0.0,6938.61,0.0,0.0906,6938.7006,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6178.7006
743,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9506,9.3801,0.7219,-0.0466,10.9827,0.8651,-0.2824,7.6076,0.8585,0.0246,14.3407,0.8721,-0.0102,0.0,0.0,7201.228,0.0,-0.3146,7200.9134,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6440.9134
744,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6224,7.5701,0.7693,0.0638,7.6704,0.8853,0.1588,16.4168,0.8843,0.4201,6.134,0.8649,0.0054,0.0,0.0,7456.512,0.0,0.6481,7457.1601,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6697.1601
745,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6739,7.1999,0.7721,0.078,7.4247,0.8961,0.1231,18.4117,0.8999,-0.2785,3.0,0.8762,-0.1515,0.0,0.0,7476.082,0.0,-0.2289,7475.8531,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6715.8531
746,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3913,9.9577,0.6948,0.2086,3.0,0.8473,-0.2529,11.3689,0.8867,-0.0411,7.2992,0.8934,-0.5883,0.0,0.0,4328.694,0.0,-0.6737,4328.0203,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3568.0203
747,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3701,5.4839,0.7339,-0.1786,10.6563,0.8832,0.4203,3.9503,0.89,0.1665,10.4007,0.886,0.0757,0.0,0.0,5460.638,0.0,0.4839,5461.1219,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4701.1219
748,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6659,8.4765,0.8323,0.5984,4.1983,0.8801,0.1211,3.0,0.8429,-0.4061,5.8204,0.9245,-0.055,0.0,0.0,3293.042,0.0,0.2584,3293.3004,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2533.3004
749,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0499,8.8782,0.8019,-0.2764,6.7921,0.934,-0.1723,15.2594,0.8537,-0.026,7.9842,0.8928,0.1448,0.0,0.0,3438.962,0.0,-0.3299,3438.6321,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2678.6321
750,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4205,5.1358,0.7793,-0.0892,10.7119,0.9085,-0.0427,3.0,0.8448,-0.0718,3.0,0.8978,0.1684,0.0,0.0,2059.79,0.0,-0.0353,2059.7547,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1299.7547
751,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8421,6.9054,0.7454,0.4608,12.9743,0.9127,-0.4936,5.2215,0.8408,-0.4378,4.6188,0.84,-0.1649,0.0,0.0,3359.998,0.0,-0.6355,3359.3625,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2599.3625
752,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2946,11.0263,0.6808,0.295,3.0,0.9315,0.0781,10.6217,0.8315,-0.166,3.0,0.8532,0.4481,0.0,0.0,3151.948,0.0,0.6552,3152.6032,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2392.6032
