HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,qSteamElectrolyzerRampPos_MWth,qSteamElectrolyzerRampNeg_MWth,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,EnergyPrice_LMP_USDperMWh,p_RegU_CAISO,deploy_factor_RegU_CAISO,loc_RegU_CAISO,mileage_factor_RegU_CAISO,p_RegD_CAISO,deploy_factor_RegD_CAISO,loc_RegD_CAISO,mileage_factor_RegD_CAISO,p_Spin_CAISO,deploy_factor_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,deploy_factor_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,deploy_factor_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,deploy_factor_RMD_CAISO,loc_RMD_CAISO,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
4155,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0939,15.8081,0.4535,-0.1134,1.0191,8.2058,0.7142,-0.3266,0.9789,14.1665,0.8861,-0.5014,5.3698,0.8542,0.2702,3.3912,0.7148,-0.198,2.6659,0.6163,0.1008,0.0,0.0,17515.682,0.0,-0.6712,17515.0108,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16755.0108
4156,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0602,3.8911,0.5978,0.0132,1.0365,13.1411,0.5467,-0.0655,0.9872,7.4978,0.8884,0.1479,8.9225,0.872,0.0796,2.7533,0.691,0.3633,2.5062,0.5853,0.1426,0.0,0.0,14842.876,0.0,0.1752,14843.0512,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14083.0512
4157,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4395,11.5829,0.6379,-0.3997,1.0312,12.8308,0.6323,0.024,1.0001,16.6529,0.9098,-0.1766,16.2286,0.8876,0.288,4.219,0.6575,0.1277,3.4069,0.6416,-0.5868,0.0,0.0,16127.01,0.0,-0.2643,16126.7457,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15366.7457
4158,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7622,13.8942,0.6777,-0.0593,1.0224,11.6502,0.5056,0.3344,1.0106,8.0097,0.9005,-0.0104,12.717,0.9518,-0.1653,3.0583,0.6765,-0.3473,3.0591,0.6879,0.3006,0.0,0.0,14349.636,0.0,0.0994,14349.7354,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13589.7354
4159,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9009,5.4194,0.4982,0.706,1.0249,10.5207,0.6451,0.3859,1.0177,20.0425,0.955,-0.0243,10.3878,0.9521,-0.5059,3.4019,0.6584,-0.1868,3.675,0.6357,-0.3184,0.0,0.0,14402.342,0.0,0.5617,14402.9037,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13642.9037
4160,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1617,12.5724,0.5908,0.4473,1.0113,16.3002,0.7044,0.1222,1.0128,3.9867,0.9387,-0.1051,15.3044,0.9477,-0.1332,4.2761,0.7056,-0.1553,3.6961,0.6451,0.4144,0.0,0.0,16401.446,0.0,0.3312,16401.7772,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15641.7772
4161,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8778,13.7054,0.4879,0.0635,1.0207,13.4716,0.6419,-0.0225,1.0099,14.6063,0.919,0.1968,11.8421,0.9477,0.2426,2.484,0.7625,0.108,4.1892,0.6811,-0.0364,0.0,0.0,17053.564,0.0,0.4804,17054.0444,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16294.0444
4162,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6263,12.2796,0.5777,0.4038,1.0111,15.2086,0.6637,0.3019,0.9986,10.6459,0.92,-0.0554,15.1761,0.9433,-0.1611,2.2699,0.7716,0.0356,3.535,0.6967,0.063,0.0,0.0,18857.994,0.0,0.4892,18858.4832,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18098.4832
4163,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4738,12.1284,0.7303,0.1509,0.9951,12.6022,0.664,0.2437,1.0118,10.4516,0.9343,0.2277,13.336,0.8708,0.0708,2.1054,0.7532,0.1613,5.0783,0.7225,-0.2843,0.0,0.0,18420.044,0.0,0.6931,18420.7371,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17660.7371
4164,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2251,15.0787,0.6116,0.5815,0.9951,15.008,0.6013,0.097,1.0147,13.7805,0.9259,-0.2262,23.9718,0.8613,-0.1479,3.0806,0.7602,0.3497,4.0536,0.6947,0.1037,0.0,0.0,16425.538,0.0,0.3044,16425.8424,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15665.8424
4165,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6565,8.4149,0.5008,0.1668,0.992,11.8991,0.6355,0.2039,1.0131,15.4046,0.9365,0.1845,19.792,0.8919,-0.1731,3.1438,0.773,0.0223,3.4335,0.7439,-0.2892,0.0,0.0,20009.47,0.0,0.3821,20009.8521,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19249.8521
4166,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.2628,44.8827,0.3917,0.335,0.9712,38.9534,0.4831,-0.0957,1.0003,52.1284,0.9447,-0.2353,47.3153,0.8838,0.0899,13.9455,0.739,-0.082,14.0645,0.7566,0.0643,0.0,0.0,94719.864,0.0,0.0939,94719.9579,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,93959.9579
4167,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.997,14.9274,0.5498,-0.5282,0.9765,12.0543,0.6679,-0.3505,0.9796,14.4677,0.8859,-0.0744,19.3366,0.8502,-0.0869,5.3376,0.7278,-0.0339,4.2471,0.7989,-0.0682,0.0,0.0,21658.86,0.0,-1.04,21657.82,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20897.82
4168,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2526,17.643,0.5806,0.0965,0.9709,11.9492,0.607,0.2084,0.9722,9.5132,0.9137,-0.0518,18.2185,0.9052,-0.1403,5.9332,0.737,-0.1499,4.2945,0.7908,0.2642,0.0,0.0,22135.988,0.0,0.1128,22136.1008,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,21376.1008
4169,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7588,11.8694,0.5836,-0.1533,0.9721,7.9178,0.5527,-0.0642,0.982,20.7259,0.896,0.4027,10.5235,0.8745,-0.2436,4.9103,0.7468,-0.062,4.8305,0.7922,-0.4882,0.0,0.0,24608.344,0.0,-0.0584,24608.2856,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,23848.2856
4170,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9279,17.8193,0.4525,0.1403,0.9673,13.4369,0.4842,0.012,0.9791,15.6255,0.8631,-0.3019,17.9943,0.8804,-0.2961,3.8042,0.7543,-0.1711,5.2993,0.7962,-0.046,0.0,0.0,21252.602,0.0,-0.4457,21252.1563,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20492.1563
4171,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7764,8.4512,0.6061,0.1307,0.9793,8.5619,0.5783,0.0351,0.9965,14.3732,0.8626,-0.1372,7.0185,0.8903,0.1511,6.1568,0.7525,0.4753,3.4322,0.7737,0.0542,0.0,0.0,19295.032,0.0,0.1797,19295.2117,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18535.2117
4172,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0997,12.4238,0.4135,0.3459,0.9829,12.5839,0.4437,0.2354,0.9859,14.6675,0.8818,0.0757,17.2954,0.9193,0.1674,3.3886,0.7519,-0.2298,2.5326,0.7616,-0.3298,0.0,0.0,21317.886,0.0,0.8244,21318.7104,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20558.7104
4173,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4125,9.3723,0.5953,0.2612,0.9728,12.9976,0.5781,-0.1658,0.9883,22.4256,0.8553,-0.0283,15.7014,0.9492,-0.0876,4.9259,0.7907,-0.2306,3.3695,0.7693,-0.2671,0.0,0.0,19916.75,0.0,-0.0205,19916.7295,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19156.7295
4174,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5919,14.313,0.5791,-0.3523,0.9906,10.1492,0.7001,-0.3639,0.9932,3.1346,0.8292,0.1759,17.1037,0.9461,-0.3429,4.8777,0.7321,-0.3292,0.7981,0.7834,0.3246,0.0,0.0,18084.922,0.0,-0.8832,18084.0388,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17324.0388
4175,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9597,10.0582,0.6628,-0.4627,0.9952,12.834,0.6209,0.0618,0.9753,11.0456,0.8658,-0.2552,8.3389,0.8854,-0.0461,4.3912,0.7472,0.6103,4.3173,0.7472,0.0912,0.0,0.0,18604.686,0.0,-0.7022,18603.9838,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17843.9838
4176,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7075,15.8603,0.7044,-0.0513,0.9916,11.9326,0.4847,0.2979,0.9886,11.1108,0.8399,0.2976,13.008,0.869,0.234,4.291,0.7631,0.596,2.6899,0.7574,0.059,0.0,0.0,18888.85,0.0,0.7782,18889.6282,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18129.6282
4177,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7933,6.6547,0.3615,0.1877,0.9862,8.6991,0.6325,-0.3473,0.9879,17.3517,0.8688,-0.1192,9.8639,0.8452,-0.5594,2.9933,0.7428,0.1271,1.1912,0.7267,0.1185,0.0,0.0,17021.454,0.0,-0.8382,17020.6158,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16260.6158
4178,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3051,10.31,0.6588,0.1585,0.9882,9.4994,0.5774,0.044,0.9629,16.6129,0.8642,-0.0587,14.1143,0.8892,-0.3724,4.7354,0.7826,-0.1804,2.9924,0.7001,-0.0186,0.0,0.0,16835.938,0.0,-0.2286,16835.7094,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16075.7094
4179,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2496,17.8953,0.691,0.0168,0.9789,14.5573,0.5638,0.0709,0.9664,7.1264,0.9184,-0.0141,13.5124,0.9161,-0.0772,2.7302,0.7715,-0.6384,4.7515,0.7037,-0.0111,0.0,0.0,19094.848,0.0,-0.0036,19094.8444,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18334.8444
4180,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4707,8.4885,0.6651,0.1535,0.9947,12.1596,0.518,0.4502,0.9823,17.6944,0.8927,0.5565,15.5682,0.8487,-0.1468,2.5602,0.7607,-0.0332,3.3617,0.7099,-0.2519,0.0,0.0,14618.866,0.0,1.0134,14619.8794,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13859.8794
4181,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2377,14.3637,0.5492,0.2056,1.006,18.6572,0.5505,0.1325,0.9766,13.0346,0.9406,-0.0745,14.5769,0.8669,0.1334,4.0169,0.7687,0.0262,3.1823,0.7482,-0.255,0.0,0.0,15670.326,0.0,0.397,15670.723,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14910.723
4182,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6421,12.7352,0.711,0.0171,1.002,8.5387,0.5541,-0.2742,0.9665,20.4251,0.8946,0.0538,8.1268,0.8758,-0.1121,2.7847,0.8346,-0.4541,3.645,0.6976,-0.1924,0.0,0.0,14303.998,0.0,-0.3154,14303.6826,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13543.6826
4183,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9569,6.6212,0.5429,0.1554,0.9981,9.9007,0.551,0.1054,0.958,6.7402,0.8916,-0.0875,15.0947,0.8852,0.1631,3.4727,0.8272,-0.0825,1.8511,0.6849,-0.1375,0.0,0.0,14043.622,0.0,0.3364,14043.9584,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13283.9584
4184,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8549,11.6123,0.4869,0.1775,0.9904,8.8349,0.5895,0.0328,0.962,15.2966,0.896,0.3819,11.4922,0.9079,0.1219,2.2472,0.7729,-0.3812,2.6869,0.6819,-0.3428,0.0,0.0,15144.862,0.0,0.7141,15145.5761,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14385.5761
4185,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4582,15.9548,0.595,-0.0087,0.9946,8.2073,0.7658,0.0859,0.9761,7.274,0.9072,0.098,11.9897,0.8733,0.0274,2.1527,0.7506,0.273,2.977,0.706,-0.0515,0.0,0.0,16134.116,0.0,0.2026,16134.3186,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15374.3186
4186,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0627,11.1294,0.5871,0.3698,0.9982,10.1699,0.7125,-0.4188,0.9835,13.6964,0.8686,-0.2292,12.9123,0.8418,-0.2347,4.543,0.7413,-0.0699,2.527,0.6495,-0.0529,0.0,0.0,18643.826,0.0,-0.5129,18643.3131,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17883.3131
4187,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.6004,12.1703,0.6907,-0.2996,1.005,11.6583,0.5953,-0.2939,0.968,6.1578,0.8867,-0.0698,23.3484,0.8883,0.0373,4.0455,0.7447,0.4791,4.9134,0.6643,-0.3854,0.0,0.0,23408.152,0.0,-0.626,23407.526,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22647.526
4188,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8645,13.3151,0.5354,0.4126,1.0067,12.8588,0.6631,-0.2606,0.9677,7.1789,0.903,0.1626,13.4962,0.8727,0.0782,1.3968,0.7266,-0.1744,3.173,0.7051,-0.2355,0.0,0.0,18568.51,0.0,0.3928,18568.9028,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17808.9028
4189,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7749,12.2719,0.612,0.2613,0.9974,11.052,0.5315,0.4593,0.9796,8.0106,0.9356,-0.1412,11.5843,0.868,0.1168,4.4137,0.7051,-0.3509,5.6058,0.6699,-0.218,0.0,0.0,20054.462,0.0,0.6962,20055.1582,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19295.1582
4190,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6149,9.0043,0.4811,0.5398,0.9913,12.0007,0.4686,0.0121,0.9732,13.794,0.9207,0.1077,16.8699,0.8658,0.1043,3.0646,0.7062,-0.4383,4.0442,0.6589,0.1765,0.0,0.0,21513.662,0.0,0.7639,21514.4259,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20754.4259
4191,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5002,13.4096,0.7294,-0.3798,0.9942,12.1894,0.7672,-0.2319,0.974,20.5185,0.919,-0.3363,10.2414,0.9331,0.4087,4.211,0.674,-0.2857,3.6017,0.7277,0.1943,0.0,0.0,22990.076,0.0,-0.5393,22989.5367,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22229.5367
4192,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8394,12.67,0.6514,-0.0878,0.989,12.1935,0.5691,0.0635,0.9643,14.2451,0.9111,0.6438,20.2846,0.9083,0.0883,4.4515,0.687,0.093,3.8131,0.7577,0.1931,0.0,0.0,23118.972,0.0,0.7078,23119.6798,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,22359.6798
4193,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2843,14.5405,0.3743,0.1206,1.0036,14.2925,0.6453,0.054,0.9697,19.2706,0.9071,0.2888,27.0318,0.8651,0.2245,4.3095,0.7172,-0.1689,4.696,0.7274,0.4304,0.0,0.0,25188.034,0.0,0.6879,25188.7219,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,24428.7219
4194,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3926,4.8988,0.7211,0.0645,1.0028,19.0817,0.5814,0.1093,0.9773,6.2061,0.9023,0.1546,15.2056,0.8949,-0.0701,2.4483,0.718,-0.3581,2.7485,0.6627,-0.0744,0.0,0.0,18009.188,0.0,0.2583,18009.4463,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17249.4463
4195,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5923,13.0818,0.6096,-0.108,0.9892,13.2378,0.6962,-0.2744,0.9971,18.3639,0.8907,0.0874,15.799,0.8422,-0.3566,1.9942,0.8124,0.4387,4.0468,0.68,-0.2014,0.0,0.0,17705.074,0.0,-0.6516,17704.4224,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16944.4224
4196,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4598,8.2672,0.603,0.0767,0.9903,15.0895,0.828,0.0612,0.9983,17.7184,0.9215,-0.2041,5.3215,0.8393,-0.1066,3.1163,0.8257,0.2857,4.1089,0.6762,-0.7941,0.0,0.0,20694.724,0.0,-0.1728,20694.5512,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19934.5512
